1|168.0
2|86.0
3|87.0
4|113.0
5|129.0
6|163.0
7|143.0
8|131.0
9|11.0
10|59.0
11|72.0
12|19.0
13|36.0
14|79.0
15|100.0
16|115.0
17|186.0
18|37.0
19|136.0
20|162.0
21|33.0
22|97.0
23|144.0
24|28.0
25|120.0
26|27.0
27|30.0
28|6.0
29|66.0
30|116.0
31|94.0
32|85.0
33|137.0
34|34.0
35|9.0
36|21.0
37|29.0
38|126.0
39|69.0
40|16.0
41|128.0
42|18.0
43|108.0
44|110.0
45|117.0
46|53.0
47|81.0
48|112.0
49|131.0
50|43.0
51|116.0
52|87.0
53|35.0
54|157.0
55|18.0
56|128.0
57|3.0
58|29.0
59|47.0
60|130.0
61|10.0
62|67.0
63|76.0
64|10.0
65|164.0
66|89.0
67|10.0
68|116.0
69|43.0
70|166.0
71|32.0
72|154.0
73|172.0
74|86.0
75|51.0
76|147.0
77|86.0
78|170.0
79|180.0
80|28.0
81|116.0
82|13.0
83|11.0
84|41.0
85|56.0
86|120.0
87|24.0
88|47.0
89|6.0
90|66.0
91|40.0
92|9.0
93|108.0
94|40.0
95|52.0
96|7.0
97|139.0
98|40.0
99|14.0
100|56.0
101|35.0
102|34.0
103|109.0
104|92.0
105|7.0
106|114.0
107|45.0
108|9.0
109|172.0
110|1.0
111|92.0
112|8.0
113|58.0
114|122.0
115|7.0
116|53.0
117|162.0
118|27.0
119|131.0
120|118.0
121|151.0
122|118.0
123|98.0
124|173.0
125|67.0
126|98.0
127|97.0
128|12.0
129|6.0
130|6.0
131|56.0
132|141.0
133|68.0
134|140.0
135|194.0
136|130.0
137|84.0
138|9.0
139|12.0
140|3.0
141|161.0
142|66.0
143|27.0
144|7.0
145|174.0
146|38.0
147|90.0
148|82.0
149|73.0
150|9.0
151|91.0
152|85.0
153|80.0
154|25.0
155|175.0
156|45.0
157|6.0
158|114.0
159|63.0
160|28.0
